name,time,value
humidity,1657993131528181570,53
humidity,1657993140769974123,53
humidity,1657993150040249462,52
humidity,1657993159301666814,52
humidity,1657993168585660664,52
humidity,1657993177849760223,52
humidity,1657993187113829483,52
humidity,1657993196400001282,52
humidity,1657993205663366935,52
humidity,1657993214926413012,52
humidity,1657993224194375737,52
humidity,1657993233439952723,52
humidity,1657993242713997785,54
humidity,1657993251986985868,52
humidity,1657993261255694449,52
humidity,1657993270508043975,54
humidity,1657993279790026110,53
humidity,1657993289146718023,53
humidity,1657993298358641506,52
humidity,1657993307577356255,53
humidity,1657993316938870618,53
humidity,1657993326118284625,52
humidity,1657993335377519844,53
humidity,1657993344640840687,52
humidity,1657993353908670310,53
humidity,1657993363172397118,52
humidity,1657993372440412127,53
humidity,1657993381703390230,53
humidity,1657993390963421407,53
humidity,1657993400213037203,52
humidity,1657993409483059587,54
humidity,1657993418760659956,52
humidity,1657993428026763619,53
humidity,1657993437297859729,53
humidity,1657993446587620421,52
humidity,1657993455821842845,53
humidity,1657993465094025133,53
humidity,1657993474367970681,52
humidity,1657993483623865793,53
humidity,1657993492883044407,53
humidity,1657993502158823811,53
humidity,1657993511424266059,53
humidity,1657993520694282750,52
humidity,1657993529959467608,53
humidity,1657993539210841871,53
humidity,1657993548470670607,52
humidity,1657993557728922858,54
humidity,1657993566993886112,53
humidity,1657993576240381348,0
humidity,1657993585499185716,53
humidity,1657993594769713157,53
humidity,1657993604039707465,53
humidity,1657993613290289504,53
humidity,1657993622553862272,53
humidity,1657993631826740249,54
humidity,1657993641091841614,53
humidity,1657993650346395115,53
humidity,1657993659614881562,53
humidity,1657993668896044528,53
humidity,1657993678171960461,53
humidity,1657993687424827069,53
humidity,1657993696692971655,54
humidity,1657993705963962279,53
humidity,1657993715226995904,54
humidity,1657993724491028348,53
humidity,1657993733776683955,53
humidity,1657993743057165136,53
humidity,1657993752322185618,53
humidity,1657993761590267965,53
humidity,1657993770855204105,53
humidity,1657993780136321567,53
humidity,1657993789400252196,53
humidity,1657993798677353868,53
humidity,1657993807948865686,53
humidity,1657993817217481238,53
humidity,1657993826486017130,53
humidity,1657993835746573797,53
humidity,1657993845005588676,53
humidity,1657993854271398472,53
humidity,1657993863544636494,53
humidity,1657993872811694793,53
humidity,1657993882071909483,53
humidity,1657993891342720202,53
humidity,1657993900603984428,53
humidity,1657993909869332066,53
humidity,1657993919140198712,54
humidity,1657993928400060234,53
humidity,1657993937672996543,53
humidity,1657993946927380579,53
humidity,1657993956208329080,53
